Model,Rater,Theta,info_data_rater
CL-3.5-S,CL-3.5-S,6.9697,0.0695072
CL-3.5-S,CL-3.5-S,7.27273,0.0688693
CL-3.5-S,CL-3.5-S,7.57576,0.0732409
CL-3.5-S,CL-3.5-S,7.87879,0.08266
CL-3.5-S,CL-3.5-S,8.18182,0.0971378
CL-3.5-S,CL-3.5-S,8.48485,0.116501
CL-3.5-S,CL-3.5-S,8.78788,0.140156
CL-3.5-S,CL-3.5-S,9.09091,0.166827
CL-3.5-S,CL-3.5-S,9.39394,0.194347
CL-3.5-S,CL-3.5-S,9.69697,0.219679
CL-3.5-S,CL-3.5-S,10,0.23931
CL-3.5-S,CL-3.5-S,10.303,0.250028
CL-3.5-S,CL-3.5-S,10.6061,0.249862
CL-3.5-S,CL-3.5-S,10.9091,0.23873
CL-3.5-S,CL-3.5-S,11.2121,0.218456
CL-3.5-S,CL-3.5-S,11.5152,0.192126
CL-3.5-S,CL-3.5-S,11.8182,0.163157
CL-3.5-S,CL-3.5-S,12.1212,0.134487
CL-3.5-S,CL-3.5-S,12.4242,0.108158
CL-3.5-S,CL-3.5-S,12.7273,0.0852759
CL-3.5-S,CL-3.5-S,13.0303,0.0661897
CL-3.5-S,CL-3.5-S,13.3333,0.0507538
CL-3.5-S,CL-3.5-S,13.6364,0.0385558
CL-3.5-S,CL-3.5-S,13.9394,0.0290822
CL-3.5-S,CL-3.5-S,14.2424,0.0218191
CL-3.5-S,CL-3.5-S,14.5455,0.0163043
CL-3.5-S,CL-3.5-S,14.8485,0.0121467
CL-3.5-S,CL-3.5-S,15.1515,0.00902909
CL-3.5-S,CL-3.5-S,15.4545,0.00670047
CL-3.5-S,CL-3.5-S,15.7576,0.00496627
CL-3.5-S,CL-3.5-S,16.0606,0.00367753
CL-3.5-S,CL-3.5-S,16.3636,0.00272137
CL-3.5-S,CL-3.5-S,16.6667,0.00201281
CL-3.5-S,CL-3.5-S,16.9697,0.00148818
CL-3.5-S,CL-3.5-S,17.2727,0.00109999
CL-3.5-S,CL-3.5-S,17.5758,0.000812891
CL-3.5-S,CL-3.5-S,17.8788,0.000600638
CL-3.5-S,CL-3.5-S,18.1818,0.000443756
CL-3.5-S,CL-3.5-S,18.4848,0.000327824
CL-3.5-S,CL-3.5-S,18.7879,0.000242165
CL-3.5-S,CL-3.5-S,19.0909,0.00017888
CL-3.5-S,CL-3.5-S,19.3939,0.000132129
CL-3.5-S,CL-3.5-S,19.697,9.75938e-005
CL-3.5-S,CL-3.5-S,20,7.20842e-005
CL-3.5-S,CL-3.5-S,20.303,5.32417e-005
CL-3.5-S,CL-3.5-S,20.6061,3.93242e-005
CL-3.5-S,CL-3.5-S,20.9091,2.90445e-005
CL-3.5-S,CL-3.5-S,21.2121,2.1452e-005
CL-3.5-S,CL-3.5-S,21.5152,1.58441e-005
CL-3.5-S,CL-3.5-S,21.8182,1.17022e-005
CL-3.5-S,CL-3.5-S,22.1212,8.643e-006
CL-3.5-S,CL-3.5-S,22.4242,6.38355e-006
CL-3.5-S,CL-3.5-S,22.7273,4.71476e-006
CL-3.5-S,CL-3.5-S,23.0303,3.48222e-006
CL-3.5-S,CL-3.5-S,23.3333,2.57189e-006
CL-3.5-S,CL-3.5-S,23.6364,1.89954e-006
CL-3.5-S,CL-3.5-S,23.9394,1.40296e-006
CL-3.5-S,CL-3.5-S,24.2424,1.03619e-006
CL-3.5-S,CL-3.5-S,24.5455,7.65308e-007
CL-3.5-S,CL-3.5-S,24.8485,5.65239e-007
CL-3.5-S,CL-3.5-S,25.1515,4.17473e-007
CL-3.5-S,CL-3.5-S,25.4545,3.08335e-007
CL-3.5-S,CL-3.5-S,25.7576,2.27729e-007
CL-3.5-S,CL-3.5-S,26.0606,1.68196e-007
CL-3.5-S,CL-3.5-S,26.3636,1.24225e-007
CL-3.5-S,CL-3.5-S,26.6667,9.175e-008
CL-3.5-S,CL-3.5-S,26.9697,6.77645e-008
CL-3.5-S,CL-3.5-S,27.2727,5.00492e-008
CL-3.5-S,CL-3.5-S,27.5758,3.69652e-008
CL-3.5-S,CL-3.5-S,27.8788,2.73016e-008
CL-3.5-S,CL-3.5-S,28.1818,2.01643e-008
CL-3.5-S,CL-3.5-S,28.4848,1.48929e-008
CL-3.5-S,CL-3.5-S,28.7879,1.09996e-008
CL-3.5-S,CL-3.5-S,29.0909,8.12403e-009
CL-3.5-S,CL-3.5-S,29.3939,6.0002e-009
CL-3.5-S,CL-3.5-S,29.697,4.43161e-009
CL-3.5-S,CL-3.5-S,30,3.27309e-009
