Rater,Trait,Theta,info_data_rater
HR-1,WC,-8.2,0.221839
HR-1,WC,-8,0.206635
HR-1,WC,-7.8,0.190743
HR-1,WC,-7.6,0.175162
HR-1,WC,-7.4,0.160745
HR-1,WC,-7.2,0.148175
HR-1,WC,-7,0.137964
HR-1,WC,-6.8,0.130469
HR-1,WC,-6.6,0.125923
HR-1,WC,-6.4,0.124451
HR-1,WC,-6.2,0.126092
HR-1,WC,-6,0.130803
HR-1,WC,-5.8,0.138454
HR-1,WC,-5.6,0.148808
HR-1,WC,-5.4,0.1615
HR-1,WC,-5.2,0.17601
HR-1,WC,-5,0.191647
HR-1,WC,-4.8,0.207551
HR-1,WC,-4.6,0.222717
HR-1,WC,-4.4,0.236065
HR-1,WC,-4.2,0.246539
HR-1,WC,-4,0.25322
HR-1,WC,-3.8,0.255455
HR-1,WC,-3.6,0.252943
HR-1,WC,-3.4,0.245782
HR-1,WC,-3.2,0.23444
HR-1,WC,-3,0.219682
HR-1,WC,-2.8,0.202449
HR-1,WC,-2.6,0.183739
HR-1,WC,-2.4,0.16449
HR-1,WC,-2.2,0.145511
HR-1,WC,-2,0.127431
HR-1,WC,-1.8,0.110701
HR-1,WC,-1.6,0.0955998
HR-1,WC,-1.4,0.0822686
HR-1,WC,-1.2,0.0707426
HR-1,WC,-1,0.0609848
HR-1,WC,-0.8,0.0529146
HR-1,WC,-0.6,0.0464313
HR-1,WC,-4.00E-01,0.0414316
HR-1,WC,-0.2,0.0378221
HR-1,WC,2.98023e-007,0.0355281
HR-1,WC,0.2,0.034499
HR-1,WC,0.4,0.0347116
HR-1,WC,0.6,0.0361714
HR-1,WC,0.8,0.0389126
HR-1,WC,1,0.0429963
HR-1,WC,1.2,0.0485064
HR-1,WC,1.4,0.055544
HR-1,WC,1.6,0.0642178
HR-1,WC,1.8,0.0746298
HR-1,WC,2,0.0868568
HR-1,WC,2.2,0.100926
HR-1,WC,2.4,0.116783
HR-1,WC,2.6,0.134263
HR-1,WC,2.8,0.153051
HR-1,WC,3,0.172663
HR-1,WC,3.2,0.192433
HR-1,WC,3.4,0.211532
HR-1,WC,3.6,0.229021
HR-1,WC,3.8,0.243937
HR-1,WC,4,0.255412
HR-1,WC,4.2,0.262799
HR-1,WC,4.4,0.265778
HR-1,WC,4.6,0.264422
HR-1,WC,4.8,0.259202
HR-1,WC,5,0.250927
HR-1,WC,5.2,0.240637
HR-1,WC,5.4,0.22948
HR-1,WC,5.6,0.218586
HR-1,WC,5.8,0.208969
HR-1,WC,6,0.20146
HR-1,WC,6.2,0.196671
HR-1,WC,6.4,0.194971
HR-1,WC,6.6,0.196491
HR-1,WC,6.8,0.201112
HR-1,WC,7,0.208476
HR-1,WC,7.2,0.217984
HR-1,WC,7.4,0.228814
HR-1,WC,7.6,0.239959
HR-1,WC,7.8,0.250292
HR-1,WC,8,0.258661
HR-1,WC,8.2,0.264017
HR-1,WC,8.4,0.265534
HR-1,WC,8.6,0.26272
HR-1,WC,8.8,0.255478
HR-1,WC,9,0.244106
HR-1,WC,9.2,0.229233
HR-1,WC,9.4,0.211714
HR-1,WC,9.6,0.192505
HR-1,WC,9.8,0.172541
HR-1,WC,10,0.15265
HR-1,WC,10.2,0.133497
HR-1,WC,10.4,0.115566
HR-1,WC,10.6,0.099161
HR-1,WC,10.8,0.0844392
HR-1,WC,11,0.0714368
HR-1,WC,11.2,0.0601041
HR-1,WC,11.4,0.0503348
HR-1,WC,11.6,0.0419894
HR-1,WC,11.8,0.0349138
HR-1,WC,12,0.0289519
HR-1,WC,12.2,0.0239542
HR-1,WC,12.4,0.0197823
HR-1,WC,12.6,0.0163119
HR-1,WC,12.8,0.0134333
HR-1,WC,13,0.0110511
HR-1,WC,13.2,0.00908352
HR-1,WC,13.4,0.00746099
HR-1,WC,13.6,0.00612473
HR-1,WC,13.8,0.00502539
HR-1,WC,14,0.00412176
HR-1,WC,14.2,0.00337953
HR-1,WC,14.4,0.00277023
HR-1,WC,14.6,0.00227029
HR-1,WC,14.8,0.00186025
HR-1,WC,15,0.00152404
HR-1,WC,15.2,0.00124845
HR-1,WC,15.4,0.00102259
HR-1,WC,15.6,0.000837531
HR-1,WC,15.8,0.000685915
HR-1,WC,16,0.000561715
HR-1,WC,16.2,0.000459984
HR-1,WC,16.4,0.000376665
HR-1,WC,16.6,0.000308428
HR-1,WC,16.8,0.000252546
HR-1,WC,17,0.000206786
HR-1,WC,17.2,0.000169314
HR-1,WC,17.4,0.000138631
HR-1,WC,17.6,0.000113507
HR-1,WC,17.8,9.29354e-005
HR-1,WC,18,7.60917e-005
HR-1,WC,18.2,6.23002e-005
HR-1,WC,18.4,5.10082e-005
HR-1,WC,18.6,4.17628e-005
HR-1,WC,18.8,3.41929e-005
HR-1,WC,19,2.79952e-005
HR-1,WC,19.2,2.29207e-005
HR-1,WC,19.4,1.8766e-005
HR-1,WC,19.6,1.53644e-005
HR-1,WC,19.8,1.25794e-005
HR-1,WC,20,1.02992e-005
HR-2,WC,-20,4.99404e-005
HR-2,WC,-19.8,6.09961e-005
HR-2,WC,-19.6,7.44987e-005
HR-2,WC,-19.4,9.099e-005
HR-2,WC,-19.2,0.000111131
HR-2,WC,-19,0.000135729
HR-2,WC,-18.8,0.00016577
HR-2,WC,-18.6,0.000202457
HR-2,WC,-18.4,0.000247259
HR-2,WC,-18.2,0.00030197
HR-2,WC,-18,0.000368778
HR-2,WC,-17.8,0.000450354
HR-2,WC,-17.6,0.000549953
HR-2,WC,-17.4,0.000671552
HR-2,WC,-17.2,0.000819991
HR-2,WC,-17,0.00100118
HR-2,WC,-16.8,0.0012223
HR-2,WC,-16.6,0.00149211
HR-2,WC,-16.4,0.00182127
HR-2,WC,-16.2,0.00222272
HR-2,WC,-16,0.00271217
HR-2,WC,-15.8,0.00330868
HR-2,WC,-15.6,0.00403531
HR-2,WC,-15.4,0.00491995
HR-2,WC,-15.2,0.00599615
HR-2,WC,-15,0.00730425
HR-2,WC,-14.8,0.00889254
HR-2,WC,-14.6,0.0108185
HR-2,WC,-14.4,0.0131502
HR-2,WC,-14.2,0.0159677
HR-2,WC,-14,0.019364
HR-2,WC,-13.8,0.0234465
HR-2,WC,-13.6,0.0283365
HR-2,WC,-13.4,0.034169
HR-2,WC,-13.2,0.0410895
HR-2,WC,-13,0.0492499
HR-2,WC,-12.8,0.0587991
HR-2,WC,-12.6,0.0698712
HR-2,WC,-12.4,0.0825665
HR-2,WC,-12.2,0.0969281
HR-2,WC,-12,0.112912
HR-2,WC,-11.8,0.130354
HR-2,WC,-11.6,0.148937
HR-2,WC,-11.4,0.168165
HR-2,WC,-11.2,0.187357
HR-2,WC,-11,0.205661
HR-2,WC,-10.8,0.222107
HR-2,WC,-10.6,0.235697
HR-2,WC,-10.4,0.24552
HR-2,WC,-10.2,0.250875
HR-2,WC,-10,0.251382
HR-2,WC,-9.8,0.247041
HR-2,WC,-9.6,0.238239
HR-2,WC,-9.4,0.225688
HR-2,WC,-9.2,0.210322
HR-2,WC,-9,0.193173
HR-2,WC,-8.8,0.175256
HR-2,WC,-8.6,0.157478
HR-2,WC,-8.4,0.140589
HR-2,WC,-8.2,0.125157
HR-2,WC,-8,0.111585
HR-2,WC,-7.8,0.100131
HR-2,WC,-7.6,0.090945
HR-2,WC,-7.4,0.0841
HR-2,WC,-7.2,0.0796252
HR-2,WC,-7,0.0775272
HR-2,WC,-6.8,0.0778058
HR-2,WC,-6.6,0.0804614
HR-2,WC,-6.4,0.0854937
HR-2,WC,-6.2,0.092893
HR-2,WC,-6,0.102622
HR-2,WC,-5.8,0.114594
HR-2,WC,-5.6,0.128636
HR-2,WC,-5.4,0.144461
HR-2,WC,-5.2,0.16163
HR-2,WC,-5,0.179533
HR-2,WC,-4.8,0.197382
HR-2,WC,-4.6,0.214239
HR-2,WC,-4.4,0.229078
HR-2,WC,-4.2,0.24088
HR-2,WC,-4,0.248753
HR-2,WC,-3.8,0.252055
HR-2,WC,-3.6,0.250488
HR-2,WC,-3.4,0.244145
HR-2,WC,-3.2,0.233494
HR-2,WC,-3,0.219297
HR-2,WC,-2.8,0.202504
HR-2,WC,-2.6,0.184123
HR-2,WC,-2.4,0.165111
HR-2,WC,-2.2,0.146294
HR-2,WC,-2,0.128323
HR-2,WC,-1.8,0.111666
HR-2,WC,-1.6,0.0966203
HR-2,WC,-1.40E+00,0.0833414
HR-2,WC,-1.2,0.0718769
HR-2,WC,-1,0.0622004
HR-2,WC,-0.8,0.0542405
HR-2,WC,-0.6,0.0479049
HR-2,WC,-0.4,0.0430983
HR-2,WC,-0.2,0.0397355
HR-2,WC,2.98023e-007,0.0377505
HR-2,WC,0.2,0.0371017
HR-2,WC,0.4,0.0377751
HR-2,WC,0.6,0.0397855
HR-2,WC,0.8,0.0431753
HR-2,WC,1,0.0480115
HR-2,WC,1.2,0.0543803
HR-2,WC,1.4,0.0623778
HR-2,WC,1.6,0.0720974
HR-2,WC,1.8,0.0836116
HR-2,WC,2,0.096948
HR-2,WC,2.2,0.11206
HR-2,WC,2.4,0.128795
HR-2,WC,2.6,0.146855
HR-2,WC,2.8,0.165777
HR-2,WC,3,0.184911
HR-2,WC,3.2,0.203435
HR-2,WC,3.4,0.220398
HR-2,WC,3.6,0.234798
HR-2,WC,3.8,0.245697
HR-2,WC,4,0.252341
HR-2,WC,4.2,0.25428
HR-2,WC,4.4,0.251436
HR-2,WC,4.6,0.244129
HR-2,WC,4.8,0.233023
HR-2,WC,5,0.219037
HR-2,WC,5.2,0.203219
HR-2,WC,5.4,0.186631
HR-2,WC,5.6,0.17025
HR-2,WC,5.8,0.154907
HR-2,WC,6,0.141261
HR-2,WC,6.2,0.129802
HR-2,WC,6.4,0.120874
HR-2,WC,6.6,0.114698
HR-2,WC,6.8,0.111404
HR-2,WC,7,0.111057
HR-2,WC,7.2,0.113661
HR-2,WC,7.4,0.119168
HR-2,WC,7.6,0.127463
HR-2,WC,7.8,0.138349
HR-2,WC,8,0.151511
HR-2,WC,8.2,0.166497
HR-2,WC,8.4,0.182686
HR-2,WC,8.6,0.199285
HR-2,WC,8.8,0.215345
HR-2,WC,9,0.229818
HR-2,WC,9.2,0.241639
HR-2,WC,9.4,0.249847
HR-2,WC,9.6,0.253706
HR-2,WC,9.8,0.25281
HR-2,WC,10,0.247138
HR-2,WC,10.2,0.237057
HR-2,WC,10.4,0.223254
HR-2,WC,10.6,0.206631
HR-2,WC,10.8,0.188179
HR-2,WC,11,0.168862
HR-2,WC,11.2,0.149526
HR-2,WC,11.4,0.130851
HR-2,WC,11.6,0.113331
HR-2,WC,11.8,0.0972801
HR-2,WC,12,0.0828613
HR-2,WC,12.2,0.0701172
HR-2,WC,12.4,0.059004
HR-2,WC,12.6,0.04942
HR-2,WC,12.8,0.0412306
HR-2,WC,13,0.0342856
HR-2,WC,13.2,0.0284329
HR-2,WC,13.4,0.0235259
HR-2,WC,13.6,0.0194295
HR-2,WC,13.8,0.0160215
HR-2,WC,14,0.0131944
HR-2,WC,14.2,0.0108548
HR-2,WC,14.4,0.00892238
HR-2,WC,14.6,0.00732874
HR-2,WC,14.8,0.00601623
HR-2,WC,15,0.00493641
HR-2,WC,15.2,0.00404882
HR-2,WC,15.4,0.00331974
HR-2,WC,15.6,0.00272124
HR-2,WC,15.8,0.00223015
HR-2,WC,16,0.00182736
HR-2,WC,16.2,0.0014971
HR-2,WC,16.4,0.00122639
HR-2,WC,16.6,0.00100452
HR-2,WC,16.8,0.00082273
HR-2,WC,17,0.000673795
HR-2,WC,17.2,0.00055179
HR-2,WC,17.4,0.000451858
HR-2,WC,17.6,0.00037001
HR-2,WC,17.8,0.000302978
HR-2,WC,18,0.000248085
HR-2,WC,18.2,0.000203133
HR-2,WC,18.4,0.000166323
HR-2,WC,18.6,0.000136182
HR-2,WC,18.8,0.000111502
HR-2,WC,19,9.12938e-005
HR-2,WC,19.2,7.47474e-005
HR-2,WC,19.4,6.11996e-005
HR-2,WC,19.6,5.01072e-005
HR-2,WC,19.8,4.1025e-005
HR-2,WC,20,3.3589e-005
4o-Mini,WC,-20,9.19381e-006
4o-Mini,WC,-19.8,1.12293e-005
4o-Mini,WC,-19.6,1.37154e-005
4o-Mini,WC,-19.4,1.6752e-005
4o-Mini,WC,-19.2,2.04607e-005
4o-Mini,WC,-19,2.49906e-005
4o-Mini,WC,-18.8,3.05232e-005
4o-Mini,WC,-18.6,3.72806e-005
4o-Mini,WC,-18.4,4.55339e-005
4o-Mini,WC,-18.2,5.56141e-005
4o-Mini,WC,-18,6.79256e-005
4o-Mini,WC,-17.8,8.29621e-005
4o-Mini,WC,-17.6,0.000101326
4o-Mini,WC,-17.4,0.000123755
4o-Mini,WC,-17.2,0.000151146
4o-Mini,WC,-17,0.000184598
4o-Mini,WC,-16.8,0.00022545
4o-Mini,WC,-16.6,0.000275338
4o-Mini,WC,-16.4,0.000336257
4o-Mini,WC,-16.2,0.000410644
4o-Mini,WC,-16,0.000501471
4o-Mini,WC,-15.8,0.000612362
4o-Mini,WC,-15.6,0.000747738
4o-Mini,WC,-15.4,0.000912988
4o-Mini,WC,-15.2,0.00111468
4o-Mini,WC,-15,0.0013608
4o-Mini,WC,-14.8,0.00166108
4o-Mini,WC,-14.6,0.00202735
4o-Mini,WC,-14.4,0.00247399
4o-Mini,WC,-14.2,0.00301843
4o-Mini,WC,-14,0.00368178
4o-Mini,WC,-13.8,0.0044896
4o-Mini,WC,-13.6,0.00547269
4o-Mini,WC,-13.4,0.00666812
4o-Mini,WC,-13.2,0.00812033
4o-Mini,WC,-13,0.00988238
4o-Mini,WC,-12.8,0.0120172
4o-Mini,WC,-12.6,0.0145993
4o-Mini,WC,-12.4,0.0177153
4o-Mini,WC,-12.2,0.0214659
4o-Mini,WC,-12,0.0259658
4o-Mini,WC,-11.8,0.0313438
4o-Mini,WC,-11.6,0.0377409
4o-Mini,WC,-11.4,0.0453063
4o-Mini,WC,-11.2,0.0541913
4o-Mini,WC,-11,0.0645381
4o-Mini,WC,-10.8,0.0764643
4o-Mini,WC,-10.6,0.0900419
4o-Mini,WC,-10.4,0.105269
4o-Mini,WC,-10.2,0.122041
4o-Mini,WC,-10,0.14011
4o-Mini,WC,-9.8,0.159065
4o-Mini,WC,-9.6,0.178306
4o-Mini,WC,-9.4,0.197051
4o-Mini,WC,-9.2,0.214373
4o-Mini,WC,-9,0.229271
4o-Mini,WC,-8.8,0.240771
4o-Mini,WC,-8.6,0.248059
4o-Mini,WC,-8.4,0.250588
4o-Mini,WC,-8.2,0.248174
4o-Mini,WC,-8,0.241022
4o-Mini,WC,-7.8,0.229692
4o-Mini,WC,-7.6,0.215018
4o-Mini,WC,-7.4,0.197986
4o-Mini,WC,-7.2,0.179609
4o-Mini,WC,-7,0.160828
4o-Mini,WC,-6.8,0.142438
4o-Mini,WC,-6.6,0.125056
4o-Mini,WC,-6.4,0.109114
4o-Mini,WC,-6.2,0.0948866
4o-Mini,WC,-6,0.0825117
4o-Mini,WC,-5.8,0.0720322
4o-Mini,WC,-5.6,0.0634266
4o-Mini,WC,-5.4,0.0566376
4o-Mini,WC,-5.2,0.0515947
4o-Mini,WC,-5,0.0482312
4o-Mini,WC,-4.8,0.0464958
4o-Mini,WC,-4.6,0.0463598
4o-Mini,WC,-4.4,0.047821
4o-Mini,WC,-4.2,0.0509036
4o-Mini,WC,-4,0.0556556
4o-Mini,WC,-3.8,0.0621416
4o-Mini,WC,-3.6,0.0704327
4o-Mini,WC,-3.4,0.0805898
4o-Mini,WC,-3.2,0.0926424
4o-Mini,WC,-3,0.106561
4o-Mini,WC,-2.8,0.122226
4o-Mini,WC,-2.6,0.139389
4o-Mini,WC,-2.4,0.157647
4o-Mini,WC,-2.20E+00,0.176415
4o-Mini,WC,-2,0.194926
4o-Mini,WC,-1.8,0.212262
4o-Mini,WC,-1.6,0.227413
4o-Mini,WC,-1.4,0.239383
4o-Mini,WC,-1.2,0.247303
4o-Mini,WC,-1,0.250557
4o-Mini,WC,-0.8,0.248876
4o-Mini,WC,-0.6,0.242381
4o-Mini,WC,-0.4,0.231558
4o-Mini,WC,-0.2,0.217188
4o-Mini,WC,2.98023e-007,0.200224
4o-Mini,WC,0.2,0.181672
4o-Mini,WC,0.4,0.162479
4o-Mini,WC,0.6,0.143456
4o-Mini,WC,0.8,0.125235
4o-Mini,WC,1,0.108263
4o-Mini,WC,1.2,0.0928118
4o-Mini,WC,1.4,0.0790127
4o-Mini,WC,1.6,0.0668845
4o-Mini,WC,1.8,0.056369
4o-Mini,WC,2,0.0473583
4o-Mini,WC,2.2,0.0397177
4o-Mini,WC,2.4,0.0333022
4o-Mini,WC,2.6,0.0279685
4o-Mini,WC,2.8,0.0235818
4o-Mini,WC,3,0.0200215
4o-Mini,WC,3.2,0.0171823
4o-Mini,WC,3.4,0.0149762
4o-Mini,WC,3.6,0.013332
4o-Mini,WC,3.8,0.0121951
4o-Mini,WC,4,0.0115269
4o-Mini,WC,4.2,0.0113044
4o-Mini,WC,4.4,0.0115201
4o-Mini,WC,4.6,0.0121814
4o-Mini,WC,4.8,0.0133109
4o-Mini,WC,5,0.0149469
4o-Mini,WC,5.2,0.0171438
4o-Mini,WC,5.4,0.0199724
4o-Mini,WC,5.6,0.0235207
4o-Mini,WC,5.8,0.0278933
4o-Mini,WC,6,0.0332109
4o-Mini,WC,6.2,0.0396077
4o-Mini,WC,6.4,0.0472268
4o-Mini,WC,6.6,0.0562131
4o-Mini,WC,6.8,0.0667013
4o-Mini,WC,7,0.0787992
4o-Mini,WC,7.2,0.0925656
4o-Mini,WC,7.4,0.107982
4o-Mini,WC,7.6,0.124919
4o-Mini,WC,7.8,0.143104
4o-Mini,WC,8,0.162094
4o-Mini,WC,8.2,0.181256
4o-Mini,WC,8.4,0.199781
4o-Mini,WC,8.6,0.216721
4o-Mini,WC,8.8,0.231068
4o-Mini,WC,9,0.241866
4o-Mini,WC,9.2,0.248328
4o-Mini,WC,9.4,0.249959
4o-Mini,WC,9.6,0.24663
4o-Mini,WC,9.8,0.2386
4o-Mini,WC,10,0.226475
4o-Mini,WC,10.2,0.211112
4o-Mini,WC,10.4,0.193499
4o-Mini,WC,10.6,0.174633
4o-Mini,WC,10.8,0.155421
4o-Mini,WC,11,0.136613
4o-Mini,WC,11.2,0.118775
4o-Mini,WC,11.4,0.102288
4o-Mini,WC,11.6,0.0873718
4o-Mini,WC,11.8,0.0741099
4o-Mini,WC,12,0.0624887
4o-Mini,WC,12.2,0.0524265
4o-Mini,WC,12.4,0.0438001
4o-Mini,WC,12.6,0.0364648
4o-Mini,WC,12.8,0.0302694
4o-Mini,WC,13,0.0250655
4o-Mini,WC,13.2,0.0207147
4o-Mini,WC,13.4,0.0170906
4o-Mini,WC,13.6,0.0140813
4o-Mini,WC,13.8,0.0115887
4o-Mini,WC,14,0.00952848
4o-Mini,WC,14.2,0.00782854
4o-Mini,WC,14.4,0.00642784
4o-Mini,WC,14.6,0.00527504
4o-Mini,WC,14.8,0.00432715
4o-Mini,WC,15,0.00354836
4o-Mini,WC,15.2,0.0029089
4o-Mini,WC,15.4,0.00238413
4o-Mini,WC,15.6,0.00195365
4o-Mini,WC,15.8,0.00160065
4o-Mini,WC,16,0.00131127
4o-Mini,WC,16.2,0.00107408
4o-Mini,WC,16.4,0.000879729
4o-Mini,WC,16.6,0.000720491
4o-Mini,WC,16.8,0.000590042
4o-Mini,WC,17,0.000483189
4o-Mini,WC,17.2,0.000395671
4o-Mini,WC,17.4,0.000323995
4o-Mini,WC,17.6,0.000265295
4o-Mini,WC,17.8,0.000217226
4o-Mini,WC,18,0.000177864
4o-Mini,WC,18.2,0.000145632
4o-Mini,WC,18.4,0.00011924
4o-Mini,WC,18.6,9.76295e-005
4o-Mini,WC,18.8,7.9935e-005
4o-Mini,WC,19,6.54472e-005
4o-Mini,WC,19.2,5.35849e-005
4o-Mini,WC,19.4,4.38724e-005
4o-Mini,WC,19.6,3.59203e-005
4o-Mini,WC,19.8,2.94094e-005
4o-Mini,WC,20,2.40787e-005
GPT-4o,WC,-20,0.000443091
GPT-4o,WC,-19.8,0.000541087
GPT-4o,WC,-19.6,0.000660726
GPT-4o,WC,-19.4,0.000806777
GPT-4o,WC,-19.2,0.000985046
GPT-4o,WC,-19,0.00120261
GPT-4o,WC,-18.8,0.0014681
GPT-4o,WC,-18.6,0.00179197
GPT-4o,WC,-18.4,0.00218698
GPT-4o,WC,-18.2,0.00266859
GPT-4o,WC,-18,0.00325557
GPT-4o,WC,-17.8,0.00397063
GPT-4o,WC,-17.6,0.00484119
GPT-4o,WC,-17.4,0.00590034
GPT-4o,WC,-17.2,0.0071878
GPT-4o,WC,-17,0.00875115
GPT-4o,WC,-16.8,0.0106471
GPT-4o,WC,-16.6,0.0129426
GPT-4o,WC,-16.4,0.0157169
GPT-4o,WC,-16.2,0.0190617
GPT-4o,WC,-16,0.0230831
GPT-4o,WC,-15.8,0.0279012
GPT-4o,WC,-15.6,0.0336496
GPT-4o,WC,-15.4,0.0404731
GPT-4o,WC,-15.2,0.0485227
GPT-4o,WC,-15,0.0579475
GPT-4o,WC,-14.8,0.0688826
GPT-4o,WC,-14.6,0.0814309
GPT-4o,WC,-14.4,0.0956397
GPT-4o,WC,-14.2,0.111472
GPT-4o,WC,-14,0.128771
GPT-4o,WC,-13.8,0.147232
GPT-4o,WC,-13.6,0.16637
GPT-4o,WC,-13.4,0.185516
GPT-4o,WC,-13.2,0.203825
GPT-4o,WC,-13,0.22033
GPT-4o,WC,-12.8,0.234028
GPT-4o,WC,-12.6,0.243989
GPT-4o,WC,-12.4,0.249488
GPT-4o,WC,-12.2,0.250109
GPT-4o,WC,-12,0.245813
GPT-4o,WC,-11.8,0.236947
GPT-4o,WC,-11.6,0.224187
GPT-4o,WC,-11.4,0.208438
GPT-4o,WC,-11.2,0.190707
GPT-4o,WC,-11,0.171989
GPT-4o,WC,-10.8,0.153171
GPT-4o,WC,-10.6,0.134979
GPT-4o,WC,-10.4,0.117955
GPT-4o,WC,-10.2,0.102461
GPT-4o,WC,-10,0.0887081
GPT-4o,WC,-9.8,0.0767877
GPT-4o,WC,-9.6,0.0667047
GPT-4o,WC,-9.4,0.05841
GPT-4o,WC,-9.2,0.0518268
GPT-4o,WC,-9,0.0468703
GPT-4o,WC,-8.8,0.043463
GPT-4o,WC,-8.6,0.041545
GPT-4o,WC,-8.4,0.0410805
GPT-4o,WC,-8.2,0.042061
GPT-4o,WC,-8,0.0445067
GPT-4o,WC,-7.8,0.0484647
GPT-4o,WC,-7.6,0.0540049
GPT-4o,WC,-7.4,0.0612125
GPT-4o,WC,-7.2,0.0701766
GPT-4o,WC,-7,0.0809737
GPT-4o,WC,-6.8,0.0936466
GPT-4o,WC,-6.6,0.108176
GPT-4o,WC,-6.4,0.124449
GPT-4o,WC,-6.2,0.142224
GPT-4o,WC,-6,0.161099
GPT-4o,WC,-5.8,0.180497
GPT-4o,WC,-5.6,0.199658
GPT-4o,WC,-5.4,0.217682
GPT-4o,WC,-5.2,0.233588
GPT-4o,WC,-5,0.246421
GPT-4o,WC,-4.8,0.255376
GPT-4o,WC,-4.6,0.259918
GPT-4o,WC,-4.4,0.259871
GPT-4o,WC,-4.2,0.255463
GPT-4o,WC,-4,0.247295
GPT-4o,WC,-3.8,0.236264
GPT-4o,WC,-3.6,0.223446
GPT-4o,WC,-3.4,0.209971
GPT-4o,WC,-3.2,0.196915
GPT-4o,WC,-3.00E+00,0.185221
GPT-4o,WC,-2.8,0.175657
GPT-4o,WC,-2.6,0.168796
GPT-4o,WC,-2.4,0.165021
GPT-4o,WC,-2.2,0.164532
GPT-4o,WC,-2,0.167356
GPT-4o,WC,-1.8,0.173343
GPT-4o,WC,-1.6,0.182168
GPT-4o,WC,-1.4,0.193314
GPT-4o,WC,-1.2,0.206071
GPT-4o,WC,-1,0.219545
GPT-4o,WC,-0.8,0.232694
GPT-4o,WC,-0.6,0.244393
GPT-4o,WC,-0.4,0.25354
GPT-4o,WC,-0.2,0.259173
GPT-4o,WC,2.98023e-007,0.260592
GPT-4o,WC,0.2,0.257458
GPT-4o,WC,0.4,0.249827
GPT-4o,WC,0.6,0.23814
GPT-4o,WC,0.8,0.223135
GPT-4o,WC,1,0.205741
GPT-4o,WC,1.2,0.186946
GPT-4o,WC,1.4,0.167689
GPT-4o,WC,1.6,0.148781
GPT-4o,WC,1.8,0.130863
GPT-4o,WC,2,0.114397
GPT-4o,WC,2.2,0.0996787
GPT-4o,WC,2.4,0.0868692
GPT-4o,WC,2.6,0.0760275
GPT-4o,WC,2.8,0.0671448
GPT-4o,WC,3,0.060174
GPT-4o,WC,3.2,0.0550536
GPT-4o,WC,3.4,0.0517264
GPT-4o,WC,3.6,0.0501523
GPT-4o,WC,3.8,0.0503169
GPT-4o,WC,4,0.0522371
GPT-4o,WC,4.2,0.0559622
GPT-4o,WC,4.4,0.0615733
GPT-4o,WC,4.6,0.0691779
GPT-4o,WC,4.8,0.0789021
GPT-4o,WC,5,0.0908763
GPT-4o,WC,5.2,0.105217
GPT-4o,WC,5.4,0.122002
GPT-4o,WC,5.6,0.141238
GPT-4o,WC,5.8,0.16283
GPT-4o,WC,6,0.186544
GPT-4o,WC,6.2,0.211982
GPT-4o,WC,6.4,0.238568
GPT-4o,WC,6.6,0.265564
GPT-4o,WC,6.8,0.292109
GPT-4o,WC,7,0.3173
GPT-4o,WC,7.2,0.340278
GPT-4o,WC,7.4,0.360332
GPT-4o,WC,7.6,0.376959
GPT-4o,WC,7.8,0.389897
GPT-4o,WC,8,0.399083
GPT-4o,WC,8.2,0.404581
GPT-4o,WC,8.4,0.406484
GPT-4o,WC,8.6,0.404833
GPT-4o,WC,8.8,0.399591
GPT-4o,WC,9,0.390662
GPT-4o,WC,9.2,0.377972
GPT-4o,WC,9.4,0.361561
GPT-4o,WC,9.6,0.341668
GPT-4o,WC,9.8,0.318763
GPT-4o,WC,10,0.293533
GPT-4o,WC,10.2,0.266818
GPT-4o,WC,10.4,0.239512
GPT-4o,WC,10.6,0.212469
GPT-4o,WC,10.8,0.186428
GPT-4o,WC,11,0.161962
GPT-4o,WC,11.2,0.139466
GPT-4o,WC,11.4,0.119162
GPT-4o,WC,11.6,0.101125
GPT-4o,WC,11.8,0.0853192
GPT-4o,WC,12,0.071626
GPT-4o,WC,12.2,0.059877
GPT-4o,WC,12.4,0.0498775
GPT-4o,WC,12.6,0.0414242
GPT-4o,WC,12.8,0.0343181
GPT-4o,WC,13,0.0283722
GPT-4o,WC,13.2,0.0234162
GPT-4o,WC,13.4,0.0192985
GPT-4o,WC,13.6,0.0158862
GPT-4o,WC,13.8,0.0130645
GPT-4o,WC,14,0.0107355
GPT-4o,WC,14.2,0.00881592
GPT-4o,WC,14.4,0.00723565
GPT-4o,WC,14.6,0.00593601
GPT-4o,WC,14.8,0.00486804
GPT-4o,WC,15,0.00399102
GPT-4o,WC,15.2,0.0032712
GPT-4o,WC,15.4,0.00268067
GPT-4o,WC,15.6,0.00219639
GPT-4o,WC,15.8,0.00179935
GPT-4o,WC,16,0.00147392
GPT-4o,WC,16.2,0.00120724
GPT-4o,WC,16.4,0.000988734
GPT-4o,WC,16.6,0.000809729
GPT-4o,WC,16.8,0.000663099
GPT-4o,WC,17,0.000543
GPT-4o,WC,17.2,0.000444637
GPT-4o,WC,17.4,0.000364084
GPT-4o,WC,17.6,0.000298116
GPT-4o,WC,17.8,0.000244097
GPT-4o,WC,18,0.000199864
GPT-4o,WC,18.2,0.000163643
GPT-4o,WC,18.4,0.000133986
GPT-4o,WC,18.6,0.000109703
GPT-4o,WC,18.8,8.98195e-005
GPT-4o,WC,19,7.35399e-005
GPT-4o,WC,19.2,6.02106e-005
GPT-4o,WC,19.4,4.9297e-005
